SBS-Example1	DPD-Example1
yo cetā parivajjeti, sappasse'<b>va</b> padā siro.<br/>so'maṃ visattikaṃ loke, sato samativattati. 	pamādam'anuyuñjanti,<br/>bālā dummedhino janā,<br/>appamādañ'ca medhāvī,<br/>dhanaṃ seṭṭhaṃ'<b>va</b> rakkhati.
araññe rukkhamūle vā,<br/>suññ'āgāre'<b>va</b> bhikkhavo,<br/>anussaretha sambuddhaṃ,<br/>bhayaṃ tumhāka no siyā.	araññe rukkhamūle vā,<br/>suññ'āgāre'<b>va</b> bhikkhavo,<br/>anussaretha sambuddhaṃ,<br/>bhayaṃ tumhāka no siyā.
na <b>vākkaraṇa</b>mattena, vaṇṇapokkharatāya vā,<br/>sādhurūpo naro hoti, issukī maccharī saṭho.	na <b>vākkaraṇa</b>mattena,<br/>vaṇṇapokkharatāya vā,<br/>sādhurūpo naro hoti,<br/>issukī maccharī saṭho.
na <b>vākkaraṇamattena</b>, vaṇṇapokkharatāya vā,<br/>sādhurūpo naro hoti, issukī maccharī saṭho.	na <b>vākkaraṇamattena</b>,<br/>vaṇṇapokkharatāya vā,<br/>sādhurūpo naro hoti,<br/>issukī maccharī saṭho.
tassa bhavanti vattāro, iṅgha tāva āyasmā <b>vācasikaṃ</b> sikkhassū'ti, iti'ssa bhavanti vattāro.	tassa bhavanti vattāro, iṅgha tāva āyasmā <b>vācasikaṃ</b> sikkhassū'ti, iti'ssa bhavanti vattāro.
so taṃ paṭiggaṇheyya, paṭiggahetvā pārupeyya, pārupetvā attamano attamana<b>vācaṃ</b> <b>nicchāreyya</b>, chekaṃ vata, bho, odātaṃ vatthaṃ abhirūpaṃ nimmalaṃ sucī'ti!	so taṃ paṭiggaṇheyya, paṭiggahetvā pārupeyya, pārupetvā attamano attamana<b>vācaṃ nicchāreyya</b>, chekaṃ vata, bho, odātaṃ vatthaṃ abhirūpaṃ nimmalaṃ sucī'ti!
<b>vāc'ānurakkhī</b> manasā susaṃvuto, kāyena ca n'ākusalaṃ kayirā,<br/>ete tayo kammapathe visodhaye, ārādhaye maggam'isippaveditaṃ.	<b>vāc'ānurakkhī</b> manasā susaṃvuto,<br/>kāyena ca n'ākusalaṃ kayirā,<br/>ete tayo kammapathe visodhaye,<br/>ārādhaye maggam'isippaveditaṃ.
akkodhano asantāsī, avikatthī akukkuco,<br/>mantabhāṇī anuddhato, sa ve <b>vācāyato</b> muni.	akkodhano asantāsī,<br/>avikatthī akukkuco,<br/>mantabhāṇī anuddhato,<br/>sa ve <b>vācāyato</b> muni.
aham'etaṃ sabbaṃ paccakkhāya aññaṃ sabbaṃ paññāpessāmī'ti, tassa <b>vāc'āvatthukam</b>'ev'assa	yo, bhikkhave, evaṃ vadeyya, aham'etaṃ sabbaṃ paccakkhāya aññaṃ sabbaṃ paññāpessāmī'ti, tassa <b>vāc'āvatthukam</b>'ev'assa, puṭṭho ca na sampāyeyya, uttariñ'ca vighātaṃ āpajjeyya.
imehi kho, bhikkhave, pañcahi aṅgehi samannāgatā <b>vācā</b> subhāsitā hoti, no dubbhāsitā, anavajjā ca ananuvajjā ca viññūnan'ti.	yathā'pi ruciraṃ pupphaṃ,<br/>vaṇṇavantaṃ agandhakaṃ,<br/>evaṃ subhāsitā <b>vācā</b>,<br/>aphalā hoti akubbato.
yo pana bhikkhu anupasampannaṃ padaso dhammaṃ <b>vāceyya</b>, pācittiyaṃ.	yo pana bhikkhu anupasampannaṃ padaso dhammaṃ <b>vāceyya</b>, pācittiyaṃ.
attā hi attano nātho, (ko hi nātho paro siyā), attā hi attano gati. <br/>tasmā saṃyamam'attānaṃ, assaṃ bhadraṃ'va <b>vāṇijo</b>.	kassako kammunā hoti,<br/>sippiko hoti kammunā,<br/><b>vāṇijo</b> kammunā hoti,<br/>pessiko hoti kammunā.
atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etad'avoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūci<b>vāṇijako</b>, tvaṃ sūcikāro, udāhu ahaṃ sūcikāro, tvaṃ sūci<b>vāṇijako</b>'ti?	atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etad'avoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūci<b>vāṇijako</b>, tvaṃ sūcikāro, udāhu ahaṃ sūcikāro, tvaṃ sūci<b>vāṇijako</b>'ti?
atha kho so bhikkhu vihāraṃ pavisissāmī'ti kavāṭaṃ paṇāmento addasa sabbaṃ vihāraṃ ahinā puṇṇaṃ, <b>vātapānehi</b> bhoge nikkhante, disvāna bhīto vissaram'akāsi.	seyyathā'pi nāma gahapatissa vā gahapatiputtassa vā kūṭ'āgāraṃ ullitt'āvalittaṃ nivātaṃ phusit'aggaḷaṃ pihita<b>vātapānaṃ</b>
pittasamuṭṭhānā ābādhā semhasamuṭṭhānā ābādhā <b>vātasamuṭṭhānā</b> ābādhā sannipātikā ābādhā utupariṇāmajā ābādhā visamaparihārajā ābādhā	pittasamuṭṭhānāni'pi ... semhasamuṭṭhānāni'pi ... <b>vātasamuṭṭhānāni</b>'pi … sannipātikāni'pi … utupariṇāmajāni'pi … visamaparihārajāni'pi … opakkamikāni'pi … kammavipākajāni'pi kho, sīvaka, idh'ekaccāni vedayitāni uppajjanti.
seyyathā'pi, bhante, selo pabbato acchiddo asusiro ekagghano. atha puratthimāya ce'pi disāya āgaccheyya bhusā <b>vātavuṭṭhi</b> n'eva naṃ saṅkampeyya na sampakampeyya na sampavedheyya	seyyathāpi, bhante, selo pabbato acchiddo asusiro ekagghano. atha puratthimāya ce'pi disāya āgaccheyya bhusā <b>vātavuṭṭhi</b> n'eva naṃ saṅkampeyya na sampakampeyya na sampavedheyya
diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso – icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, <b>vātavuṭṭhisamayo</b>.	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, <b>vātavuṭṭhisamayo</b>
sītañ'ca uṇhañ'ca khudaṃ pipāsaṃ, <b>vāt'</b>ātape ḍaṃsasarīsape ca. <br/>sabbāni'p'etāni abhisambhavitvā, eko care khaggavisāṇakappo.	subh'ānupassiṃ viharantaṃ,<br/>indriyesu asaṃvutaṃ,<br/>bhojanamhi c'āmattaññuṃ,<br/>kusītaṃ hīnavīriyaṃ,<br/>taṃ ve pasahati māro,<br/><b>vāto</b> rukkhaṃ'va dubbalaṃ.
yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni vijana<b>vātāni</b> manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi sen'āsanehi saṃsaggaṃ vaṇṇayāmī'ti	yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni vijana<b>vātāni </b>manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi sen'āsanehi saṃsaggaṃ vaṇṇayāmī'ti
sītañ'ca uṇhañ'ca khudaṃ pipāsaṃ, <b>vāt'ātape</b> ḍaṃsasarīsape ca. <br/>sabbāni'p'etāni abhisambhavitvā, eko care khaggavisāṇakappo.	khamā bhavissāma sītassa uṇhassa jighacchāya pipāsāya ḍaṃsa-makasa-<b>vāt'ātapa-</b>sarīsapa-samphassānaṃ duruttānaṃ durāgatānaṃ vacanapathānaṃ
seyyathā'pi, bhikkhave, sāmuddikāya nāvāya vettabandhanabaddhāya vassamāsāni udake pariyādāya hemantikena thalaṃ ukkhittāya <b>vāt'ātapaparetāni</b> vettabandhanāni.	seyyathāpi, bhikkhave, sāmuddikāya nāvāya vettabandhanabaddhāya vassamāsāni udake pariyādāya hemantikena thalaṃ ukkhittāya <b>vāt'ātapaparetāni</b> vettabandhanāni.
appamatto ayaṃ gandho, yv'āyaṃ tagaracandanaṃ,<br/>yo ca sīlavataṃ gandho, <b>vāti</b> devesu uttamo.	appamatto ayaṃ gandho,<br/>yv'āyaṃ tagaracandanaṃ,<br/>yo ca sīlavataṃ gandho,<br/><b>vāti</b> devesu uttamo.
seyyathā'pi udapatto <b>vāt'erito</b> calito bhanto ūmijāto. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ na jāneyya na passeyya.	seyyathā'pi, brāhmaṇa, udapatto <b>vāt'erito</b> calito bhanto ūmijāto. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ na jāneyya na passeyya.
tass'eva kho pana bhikkhussa bhikkhū honti, anuvattakā vagga<b>vādakā</b>, eko vā dve vā tayo vā, te evaṃ vadeyyuṃ	tass'eva kho pana bhikkhussa bhikkhū honti anuvattakā vagga<b>vādakā</b> eko vā dve vā tayo vā
añña<b>vādake</b> vihesake, pācittiyaṃ.	añña<b>vādake</b>, vihesake pācittiyaṃ.
te <b>vādakāmā</b> parisaṃ vigayha, bālaṃ dahantī mithu aññam'aññaṃ,<br/>vadanti te aññasitā kathojjaṃ, pasaṃsakāmā kusalā vadānā.	te <b>vādakāmā</b> parisaṃ vigayha,<br/>bālaṃ dahantī mithu aññam'aññaṃ,<br/>vadanti te aññasitā kath'ojjaṃ,<br/>pasaṃsakāmā kusalā vadānā.
adhiciṇṇaṃ te viparāvattaṃ. āropito te vādo, cara <b>vādappamokkhāya</b>. niggahito'si, nibbeṭhehi vā sace pahosī'ti.	micchāpaṭipanno tvam'asi, aham'asmi sammāpaṭipanno. sahitaṃ me, asahitaṃ te. purevacanīyaṃ pacchā avaca, pacchāvacanīyaṃ pure avaca. adhiciṇṇaṃ te viparāvattaṃ. āropito te vādo, cara <b>vādappamokkhāya</b>. niggahito'si, nibbeṭhehi vā sace pahosī'ti.
idh'eva suddhi iti <b>vādayanti</b>, n'āññesu dhammesu visuddhim'āhu,<br/>yaṃ nissitā tattha subhaṃ vadānā, paccekasaccesu puthū niviṭṭhā.	idh'eva suddhi iti <b>vādayanti</b>,<br/>n'āññesu dhammesu visuddhim'āhu,<br/>yaṃ nissitā tattha subhaṃ vadānā,<br/>paccekasaccesu puthū niviṭṭhā.
ye'pi te, bhikkhave, ahesuṃ ukkalā vassabhaññā ahetuka<b>vādā</b> akiriya<b>vādā</b> natthika<b>vādā</b>	akiriya<b>vādo </b>bhavaṃ gotamo'ti
yena naṃ vajjuṃ puthujjanā, atho samaṇabrāhmaṇā,<br/>taṃ tassa apurakkhataṃ, tasmā <b>vādesu</b> n'ejati.	yena naṃ vajjuṃ puthujjanā,<br/>atho samaṇabrāhmaṇā,<br/>taṃ tassa apurakkhataṃ,<br/>tasmā <b>vādesu</b> n'ejati.
saccaṃ vihāya matisaccakavādaketuṃ, <b>vād'</b>ābhiropitamanaṃ atiandhabhūtaṃ, paññāpadīpajalito jitavā mun'indo	na'y'idaṃ, bhikkhave, brahmacariyaṃ vussati janakuhan'atthaṃ, na janalapan'atthaṃ, na lābhasakkārasilok'ānisaṃs'atthaṃ, na iti<b>vāda</b>ppamokkhānisaṃs'atthaṃ, na iti maṃ jano jānātū'ti
yo pāṇam'atipāteti, musā<b>vādañ</b>'ca bhāsati. <br/>loke adinnam'ādiyati, paradārañ'ca gacchati. 	tañ'ce bhikkhuṃ aññe bhikkhū jāneyyuṃ nisinnapubbaṃ iminā bhikkhunā dvattikkhattuṃ pātimokkhe uddissamāne, ko pana <b>vādo</b> bhiyyo, na ca tassa bhikkhuno aññāṇakena mutti atthi
pacchā vacanīyaṃ pure avaca. sahitaṃ me, asahitaṃ te. adhiciṇṇaṃ te viparāvattaṃ. āropito te <b>vādo</b>	santi, bhante, eke samaṇabrāhmaṇā kesamuttaṃ āgacchanti. te sakaṃ'y'eva <b>vādaṃ</b> dīpenti jotenti, parappavādaṃ pana khuṃsenti vambhenti paribhavanti omakkhiṃ karonti.
yathā<b>vādī</b> kho sadevake loke samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya na kenaci loke viggayha tiṭṭhati, 	nivissa<b>vādī</b> na hi subbināyo,<br/>pakappitaṃ diṭṭhi purekkharāno,<br/>yaṃ nissito tattha subhaṃ vadāno,<br/>suddhiṃvado tattha tath'addasā so.
taṃ <b>v'āpi</b> ganthaṃ kusalā vadanti, yaṃ nissito passati hīnam'aññaṃ,<br/>tasmā hi diṭṭhaṃ va sutaṃ mutaṃ vā, sīlabbataṃ bhikkhu na nissayeyya.	taṃ <b>v'āpi</b> ganthaṃ kusalā vadanti,<br/>yaṃ nissito passati hīnam'aññaṃ,<br/>tasmā hi diṭṭhaṃ va sutaṃ mutaṃ vā,<br/>sīlabbataṃ bhikkhu na nissayeyya.
pūtimacchaṃ kus'aggena, yo naro upanayhati. <br/>kusā'pi pūtī <b>vāyanti</b>, evaṃ bāl'ūpasevanā'ti.	pūtimacchaṃ kus'aggena,<br/>yo naro upanayhati,<br/>kusā'pi pūti <b>vāyanti</b>,<br/>evaṃ bāl'ūpasevanā.
vāyaṃ <b>vāyato</b> sañjānāti, vāyaṃ <b>vāyato</b> saññatvā vāyaṃ maññati, vāyasmiṃ maññati, <b>vāyato</b> maññati, vāyaṃ me'ti maññati, vāyaṃ abhinandati.	vāyaṃ <b>vāyato</b> sañjānāti, vāyaṃ <b>vāyato</b> saññatvā vāyaṃ maññati, vāyasmiṃ maññati, <b>vāyato</b> maññati, vāyaṃ me'ti maññati, vāyaṃ abhinandati. taṃ kissa hetu? apariññātaṃ tassā'ti vadāmi.
so karohi dīpam'attano, khippaṃ <b>vāyama</b> paṇḍito bhava,<br/>niddhantamalo anaṅgaṇo, dibbaṃ ariyabhūmiṃ upehisi.	so karohi dīpam'attano,<br/>khippaṃ <b>vāyama</b> paṇḍito bhava,<br/>niddhantamalo anaṅgaṇo,<br/>dibbaṃ ariyabhūmiṃ upehisi.
tassa ce, bhikkhave, kulaputtassa evaṃ uṭṭhahato ghaṭato <b>vāyamato</b> te bhogā n'ābhinipphajjanti.	catukkhattuṃ pañcakkhattuṃ chakkhattu'paramaṃ tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ. tato ce uttari <b>vāyamamāno</b> taṃ cīvaraṃ abhinipphādeyya, nissaggiyaṃ pācittiyaṃ.
puna caparaṃ, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu<b> vāyo</b>dhātū'ti	puna caparaṃ, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu <b>vāyo</b>dhātū'ti
yo pana bhikkhu sāmaṃ suttaṃ viññāpetvā tanta<b>vāyehi</b> cīvaraṃ vāyāpeyya, nissaggiyaṃ pācittiyaṃ.	yo pana bhikkhu sāmaṃ suttaṃ viññāpetvā tanta<b>vāyehi</b> cīvaraṃ vāyāpeyya, nissaggiyaṃ pācittiyaṃ.
yo pana bhikkhu sāmaṃ suttaṃ viññāpetvā tantavāyehi cīvaraṃ <b>vāyāpeyya</b>, nissaggiyaṃ pācittiyaṃ.	yo pana bhikkhu sāmaṃ suttaṃ viññāpetvā tantavāyehi cīvaraṃ <b>vāyāpeyya</b>, nissaggiyaṃ pācittiyaṃ.
seyyathā'pi ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca <b>vāyāmañ</b>'ca ussāhañ'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.	anekehi sambhārehi samāraddhā vadati, seyyath'idaṃ, doṇiñ'ca paṭicca cammañ'ca paṭicca daṇḍañ'ca paṭicca upadhāraṇe ca paṭicca tantiyo ca paṭicca koṇañ'ca paṭicca purisassa ca tajjaṃ <b>vāyāmaṃ</b> paṭicca ev'āyaṃ, bhante, vīṇā nāma anekasambhārā mahāsambhārā.
<b>vāyokasiṇam</b>'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ. nīlakasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ.	<b>vāyokasiṇam</b>'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ. nīlakasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ.
yaṃ ajjhattaṃ paccattaṃ vāyo <b>vāyogataṃ</b> upādinnaṃ, seyyath'idaṃ, uddhaṅ'gamā vātā, adhogamā vātā, kucchisayā vātā, koṭṭh'āsayā vātā, aṅgam'aṅg'ānusārino vātā, assāso passāso	yaṃ ajjhattaṃ paccattaṃ vāyo <b>vāyogataṃ</b> upādinnaṃ, seyyath'idaṃ, uddhaṅ'gamā vātā, adhogamā vātā, kucchisayā vātā, koṭṭh'āsayā vātā, aṅgam'aṅg'ānusārino vātā, assāso passāso … ayaṃ vuccati, rāhula, ajjhattikā vāyodhātu.
<b>vāyosamaṃ</b>, rāhula, bhāvanaṃ bhāvehi. vāyosamañ'hi te, rāhula, bhāvanaṃ bhāvayato uppannā manāp'āmanāpā phassā cittaṃ na pariyādāya ṭhassanti.	<b>vāyosamaṃ</b>, rāhula, bhāvanaṃ bhāvehi. <b>vāyosamañ</b>'hi te, rāhula, bhāvanaṃ bhāvayato uppannā manāp'āmanāpā phassā cittaṃ na pariyādāya ṭhassanti.
gāme vā yadi <b>v'āraññe</b>, ninne vā yadi vā thale,<br/>yattha arahanto viharanti, taṃ bhūmirāmaṇeyyakaṃ.	gāme vā yadi <b>v'āraññe</b>,<br/>ninne vā yadi vā thale,<br/>yattha arahanto viharanti,<br/>taṃ bhūmirāmaṇeyyakaṃ.
yo ve uppatitaṃ kodhaṃ, rathaṃ bhantaṃ'va <b>vāraye</b>,<br/>tam'ahaṃ sārathiṃ brūmi, rasmiggāho itaro jano.	yo ve uppatitaṃ kodhaṃ,<br/>rathaṃ bhantaṃ'va <b>vāraye</b>,<br/>tam'ahaṃ sārathiṃ brūmi,<br/>rasmiggāho itaro jano.
pañcacattāḷisasaṃvaccharāni vasitvā, sappasaṃvacchare, vesākhapuṇṇamiyaṃ bhumma<b>vāre</b> parinibbāyi.	pañca-cattāḷisa-saṃvaccharāni vasitvā, sappa-saṃvacchare, vesākha-puṇṇamiyaṃ bhumma<b>vāre</b> parinibbāyi.
<b>vārijo</b>'va thale khitto, okam'okata'ubbhato,<br/>pariphandat'idaṃ cittaṃ, māradheyyaṃ pahātave.	<b>vārijo</b>'va thale khitto,<br/>okam'okata'ubbhato,<br/>pariphandat'idaṃ cittaṃ,<br/>māradheyyaṃ pahātave.
yehi vivitto vicareyya loke, na tāni uggayha vadeyya nāgo,<br/>jal'ambujaṃ kaṇḍakaṃ <b>vārijaṃ</b> yathā, jalena paṅkena c'anūpalittaṃ,<br/>evaṃ munī santivādo agiddho, kāme ca loke ca anūpalitto.	na harāmi na bhañjāmi,<br/>ārā siṅghāmi <b>vārijaṃ</b>,<br/>atha kena nu vaṇṇena,<br/>gandhattheno'ti vuccati.
atha kho aparā devatā bhagavato santike imaṃ udānaṃ udānesi, passa samādhiṃ subhāvitaṃ cittañ'ca suvimuttaṃ, na c'ābhinataṃ na c'āpanataṃ na ca sasaṅkhāraniggayha<b>vārita</b>gataṃ.	tasmiṃ pahīne tasmiṃ byantīkate ath'āparaṃ dhammavitakk'āvasissati. so hoti samādhi na c'eva santo na ca paṇīto nappaṭippassaddhaladdho na ekodibhāv'ādhigato sasaṅkhāraniggayha<b>vārita</b>gato hoti.
atha kho tamhā'va udakarahadā sītā <b>vāridhārā</b> ubbhijjitvā tam'eva udakarahadaṃ sītena vārinā abhisandeyya parisandeyya paripūreyya paripphareyya, n'āssa kiñci sabbāvato udakarahadassa sītena vārinā apphuṭaṃ assa.	atha kho tamhā'va udakarahadā sītā <b>vāridhārā</b> ubbhijjitvā tam'eva udakarahadaṃ sītena vārinā abhisandeyya parisandeyya paripūreyya paripphareyya
atha kho tamhā'va udakarahadā sītā vāridhārā ubbhijjitvā tam'eva udakarahadaṃ sītena vārinā abhisandeyya parisandeyya paripūreyya paripphareyya, n'āssa kiñci sabbāvato udakarahadassa sītena <b>vārinā</b> apphuṭaṃ assa.	atha kho tamhā'va udakarahadā sītā <b>vāri</b>dhārā ubbhijjitvā tam'eva udakarahadaṃ sītena vārinā abhisandeyya parisandeyya paripūreyya paripphareyya
anaṅgaṇassa posassa, niccaṃ sucigavesino. <br/><b>vāl'agga</b>mattaṃ pāpassa, abbhamattaṃ'va khāyati.	anaṅgaṇassa posassa,<br/>niccaṃ sucigavesino,<br/><b>vāl'agga</b>mattaṃ pāpassa,<br/>abbhamattaṃ'va khāyati.
anaṅgaṇassa posassa, niccaṃ sucigavesino. <br/><b>vāl'aggamattaṃ</b> pāpassa, abbhamattaṃ'va khāyati.	anaṅgaṇassa posassa,<br/>niccaṃ sucigavesino,<br/><b>vāl'aggamattaṃ</b> pāpassa,<br/>abbhamattaṃ'va khāyati.
kikī'va aṇḍaṃ, camarī'va <b>vāladhiṃ</b>. piyaṃ'va puttaṃ, <br/>nayanaṃ'va ekakaṃ. tath'eva sīlaṃ, anurakkhamānā.	sati gīvā siro paññā,<br/>vīmaṃsā dhammacintanā,<br/>dhammakucchisamāvāso,<br/>viveko tassa <b>vāladhi</b>.
anaṅgaṇassa posassa, niccaṃ sucigavesino. <br/><b>vāl'</b>aggamattaṃ pāpassa, abbhamattaṃ'va khāyati.	anaṅgaṇassa posassa,<br/>niccaṃ sucigavesino,<br/><b>vāl</b>'aggamattaṃ pāpassa,<br/>abbhamattaṃ'va khāyati.
santi, bhikkhave, jātarūpassa oḷārikā upakkilesā paṃsu<b>vālukā</b> sakkharakaṭhalā. tam'enaṃ paṃsudhovako vā paṃsudhovak'antevāsī vā doṇiyaṃ ākiritvā dhovati sandhovati niddhovati.	santi, bhikkhave, jātarūpassa oḷārikā upakkilesā paṃsu<b>vālukā</b> sakkharakaṭhalā. tam'enaṃ paṃsudhovako vā paṃsudhovak'antevāsī vā doṇiyaṃ ākiritvā dhovati sandhovati niddhovati.
seyyathā'pi, bhagini, puriso hatthiṃ datvā kacche sajjeyya, evam'eva kho tvaṃ, bhagini, bhagavato maṃsaṃ datvā mayi antara<b>vāsake</b> sajjasī'ti 	ekarattam'pi ce bhikkhu ticīvarena vippavaseyyā'ti saṅghāṭiyā vā uttar'āsaṅgena vā antara<b>vāsakena</b> vā.
seyyathā'pi pākāro hoti ucco c'eva vitthato ca <b>vāsana</b>lepanasampanno ca, evam'evaṃ kho ariyasāvako paññavā hoti	seyyathā'pi pākāro hoti ucco c'eva vitthato ca <b>vāsana</b>lepanasampanno ca, evam'evaṃ kho ariyasāvako paññavā hoti
seyyathā'pi, bhikkhave, palagaṇḍassa vā palagaṇḍ'antevāsissa vā <b>vāsijaṭe</b> dissant'eva aṅgulipadāni dissati aṅguṭṭhapadaṃ.	seyyathā'pi, bhikkhave, palagaṇḍassa vā palagaṇḍ'antevāsissa vā <b>vāsijaṭe</b> dissant'eva aṅgulipadāni dissati aṅguṭṭhapadaṃ.
seyyathā'pi, bhikkhave, palagaṇḍassa vā palagaṇḍ'antevāsissa vā <b>vāsi</b>jaṭe dissant'eva aṅgulipadāni dissati aṅguṭṭhapadaṃ.	seyyathā'pi, bhikkhave, palagaṇḍassa vā palagaṇḍ'antevāsissa vā <b>vāsi</b>jaṭe dissant'eva aṅgulipadāni dissati aṅguṭṭhapadaṃ.
seyyathā'pi dakkho goghātako vā goghātak'ante<b>vāsī</b> vā gāviṃ vadhitvā catumahāpathe bilaso vibhajitvā nisinno assa.	ye ca rūp'ūpagā sattā,<br/>ye ca āruppa<b>vāsino</b>,<br/>nirodhaṃ appajānantā,<br/>āgantāro punabbhavaṃ.
seyyathā'pi caṇḍālakumārako vā caṇḍālakumārikā vā kaḷopihattho nantaka<b>vāsī</b> gāmaṃ vā nigamaṃ vā pavisanto nīcacittaṃ'y'eva upaṭṭhapetvā pavisati.	seyyathāpi, bhante, caṇḍālakumārako vā caṇḍālakumārikā vā kaḷopihattho nantaka<b>vāsī</b> gāmaṃ vā nigamaṃ vā pavisanto nīcacittaṃyeva upaṭṭhapetvā pavisati.
sace te, bhaggava, agaru viharemu āvesane ekarattan'ti. na kho me, bhante, garu. atthi c'ettha pabbajito paṭhamaṃ <b>vās'ūpagato</b>. sace so anujānāti, viharatha, bhante, yathāsukhan'ti.	sace te, bhaggava, agaru viharemu āvesane ekarattan'ti. na kho me, bhante, garu. atthi c'ettha pabbajito paṭhamaṃ <b>vās'ūpagato</b>. sace so anujānāti, viharatha, bhante, yathāsukhan'ti.
yo pana bhikkhu sañcicca manussaviggahaṃ jīvitā voropeyya satthahārakaṃ <b>v'āssa</b> pariyeseyya maraṇavaṇṇaṃ vā saṃvaṇṇeyya maraṇāya vā samādapeyya	sāmaṃ vā taṃ, bhikkhave, kāyasaṅkhāraṃ abhisaṅkharoti, yaṃpaccay'āssa taṃ uppajjati ajjhattaṃ sukhadukkhaṃ. pare <b>v'āssa</b> taṃ, bhikkhave, kāyasaṅkhāraṃ abhisaṅkharonti, yaṃpaccay'āssa taṃ uppajjati ajjhattaṃ sukhadukkhaṃ.
na <b>v'āham'etaṃ</b> tathiyan'ti brūmi, yam'āhu bālā mithu aññam'aññaṃ,<br/>sakaṃ sakaṃ diṭṭhim'akaṃsu saccaṃ, tasmā hi bālo'ti paraṃ dahanti.	na <b>v'āham'etaṃ</b> tathiyan'ti brūmi,<br/>yam'āhu bālā mithu aññam'aññaṃ,<br/>sakaṃ sakaṃ diṭṭhim'akaṃsu saccaṃ,<br/>tasmā hi bālo'ti paraṃ dahanti.
sammohavepakkaṃ <b>v'āhaṃ</b>, bhikkhave, dukkhaṃ vadāmi pariyeṭṭhivepakkaṃ vā. ayaṃ vuccati, bhikkhave, dukkhassa vipāko.	sammohavepakkaṃ <b>v'āhaṃ</b>, bhikkhave, dukkhaṃ vadāmi pariyeṭṭhivepakkaṃ vā. ayaṃ vuccati, bhikkhave, dukkhassa vipāko.
yassa chattiṃsati sotā, manāpasavanā bhusā,<br/><b>vāhā</b> vahanti duddiṭṭhiṃ, saṅkappā rāganissitā.	yassa chattiṃsati sotā,<br/>manāpasavanā bhusā,<br/><b>vāhā</b> vahanti duddiṭṭhiṃ,<br/>saṅkappā rāganissitā.
haṃs'ādiccapathe yanti, ākāse yanti iddhiyā,<br/>nīyanti dhīrā lokamhā, jetvā māraṃ sa<b>vāhiniṃ</b>.	haṃs'ādiccapathe yanti,<br/>ākāse yanti iddhiyā,<br/>nīyanti dhīrā lokamhā,<br/>jetvā māraṃ sa<b>vāhiniṃ</b>.
<b>vāhī</b> kho pana hoti. kām'aññe assā vahantu vā mā vā, aham'ettha vahissāmī'ti cittaṃ uppādeti.	<b>vāhī</b> kho pana hoti. kām'aññe assā vahantu vā mā vā, aham'ettha vahissāmī'ti cittaṃ uppādeti.
satto'ti laggo. guhāyan'ti kāye. kāyo hi rāg'ādīnaṃ <b>vāḷānaṃ</b> vasan'okāsato guhā'ti vuccati.	bhāyeyya vā so na vā bhāyeyya, āpatti pācittiyassa. corakantāraṃ vā <b>vāḷa</b>kantāraṃ vā pisācakantāraṃ vā ācikkhati. bhāyeyya vā so na vā bhāyeyya, āpatti pācittiyassa.
